"Region"	"RegionUID"	"OperatingUnit"	"OperatingUnitUID"	"CountryName"	"SNU1"	"SNU1Uid"	"PSNU"	"PSNUuid"	"SNUPrioritization"	"typeMilitary"	"MechanismUID"	"PrimePartner"	"FundingAgency"	"MechanismID"	"ImplementingMechanismName"	"dataElementUID"	"indicator"	"numeratorDenom"	"indicatorType"	"disaggregate"	"standardizedDisaggregate"	"categoryOptionComboUID"	"categoryOptionComboName"	"AgeAsEntered"	"AgeFine"	"AgeSemiFine"	"AgeCoarse"	"Sex"	"resultStatus"	"otherDisaggregate"	"coarseDisaggregate"	"modality"	"isMCAD"	"FY2017_TARGETS"	"FY2017Q1"	"FY2017Q2"	"FY2017Q3"	"FY2017Q4"	"FY2017APR"	"FY2018_TARGETS"	"FY2018Q1"	"FY2018Q2"
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"bHk1JDK2258"	"LAB_PTCQI"	"N"	"Not Applicable"	"POCT/PT"	"POCT/PT"	"WTwRddezAcN"	"Lab Testing - HIV Serology/Diagnostic, PT - Testing with no participation"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - HIV Serology/Diagnostic PT - Testing with no participation"	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"ifqUg8hufqa"	"LAB_PTCQI"	"N"	"Not Applicable"	"Lab/PT"	"Lab/PT"	"oXNvAdTPZXb"	"Lab Testing - CD4, PT - Participate and passed last round"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - CD4 PT - Participate and passed last round"	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"mJONpM4NS83"	"LAB_PTCQI"	"N"	"Not Applicable"	"Lab/CQI"	"Lab/CQI"	"NW9C5LxQSaw"	"Lab Testing - TB AFB, LAB_CQI - Audited but not accredited"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - TB AFB LAB_CQI - Audited but not accredited"	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"ifqUg8hufqa"	"LAB_PTCQI"	"N"	"Not Applicable"	"Lab/PT"	"Lab/PT"	"LxXClsdXZgg"	"Lab Testing - CD4, PT - Testing with no participation"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - CD4 PT - Testing with no participation"	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"mJONpM4NS83"	"LAB_PTCQI"	"N"	"Not Applicable"	"Lab/CQI"	"Lab/CQI"	"w97PFBrriFb"	"Lab Testing - CD4, LAB_CQI - Testing with no participation"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - CD4 LAB_CQI - Testing with no participation"	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"ifqUg8hufqa"	"LAB_PTCQI"	"N"	"Not Applicable"	"Lab/PT"	"Lab/PT"	"kU09A3lqJDR"	"Lab Testing - CD4, PT - Participate but did not pass last round"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - CD4 PT - Participate but did not pass last round"	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"mJONpM4NS83"	"LAB_PTCQI"	"N"	"Not Applicable"	"Lab/CQI"	"Lab/CQI"	"EUngOIhkk2K"	"Lab Testing - CD4, LAB_CQI - Participate but not audited"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - CD4 LAB_CQI - Participate but not audited"	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"mJONpM4NS83"	"LAB_PTCQI"	"N"	"Not Applicable"	"Lab/CQI"	"Lab/CQI"	"xk7MyebpXBb"	"Lab Testing - Other Testing, LAB_CQI - Audited but not accredited"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - Other Testing LAB_CQI - Audited but not accredited"	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"bHk1JDK2258"	"LAB_PTCQI"	"N"	"Not Applicable"	"POCT/PT"	"POCT/PT"	"FmtEs0FhrI3"	"Lab Testing - HIV Serology/Diagnostic, PT - Participate and passed last round"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - HIV Serology/Diagnostic PT - Participate and passed last round"	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"ifqUg8hufqa"	"LAB_PTCQI"	"N"	"Not Applicable"	"Lab/PT"	"Lab/PT"	"og3bd0Ph8nj"	"Lab Testing - Other Testing, PT - Testing with no participation"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - Other Testing PT - Testing with no participation"	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"ifqUg8hufqa"	"LAB_PTCQI"	"N"	"Not Applicable"	"Lab/PT"	"Lab/PT"	"ro8CgNFng17"	"Lab Testing - TB AFB, PT - Participate and passed last round"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - TB AFB PT - Participate and passed last round"	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"ifqUg8hufqa"	"LAB_PTCQI"	"N"	"Not Applicable"	"Lab/PT"	"Lab/PT"	"PMUw1K3ybr5"	"Lab Testing - Other Testing, PT - Participate and passed last round"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - Other Testing PT - Participate and passed last round"	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"mJONpM4NS83"	"LAB_PTCQI"	"N"	"Not Applicable"	"Lab/CQI"	"Lab/CQI"	"BC8M2tzZuzK"	"Lab Testing - TB AFB, LAB_CQI - Audited and fully accredited"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - TB AFB LAB_CQI - Audited and fully accredited"	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"mJONpM4NS83"	"LAB_PTCQI"	"N"	"Not Applicable"	"Lab/CQI"	"Lab/CQI"	"PwYC0dYJTi0"	"Lab Testing - TB AFB, LAB_CQI - Participate but not audited"	NA	NA	NA	NA	"N/A"	NA	"Lab Testing - TB AFB LAB_CQI - Participate but not audited"	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"rt42RHCjuoD"	"LAB_PTCQI_CD4_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"Y2TfvpJTxgL"	"LAB_PTCQI_CD4_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"MuZuLaJykIm"	"LAB_PTCQI_HIV_SerologyDiagnostic_POCT_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"T54oSZqSGqD"	"LAB_PTCQI_LAB"	"N"	"Not Applicable"	"AccProgram"	"AccProgram"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	10	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"r152cuAezPu"	"LAB_PTCQI_LAB"	"N"	"Not Applicable"	"HIV DiagnosisPerfTest"	"HIV DiagnosisPerfTest"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"uR4kIzE9CFd"	"LAB_PTCQI_LAB"	"N"	"Not Applicable"	"TBAFBPerfTest"	"TBAFBPerfTest"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"gMz9mX28sjU"	"LAB_PTCQI_LAB"	"N"	"Not Applicable"	"HIV ViralLdPerfTest"	"HIV ViralLdPerfTest"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"E5G45WEsBI0"	"LAB_PTCQI_LAB"	"N"	"Not Applicable"	"EIDPerfTest"	"EIDPerfTest"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"Q01HpIfx3Uh"	"LAB_PTCQI_LAB"	"N"	"Not Applicable"	"DoesNotMeetAcc"	"DoesNotMeetAcc"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"NXSh9wXd4di"	"LAB_PTCQI_LAB"	"N"	"Not Applicable"	"TB CulturePerfTest"	"TB CulturePerfTest"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"jQmZTRwKkvF"	"LAB_PTCQI_LAB"	"N"	"Not Applicable"	"FullyAccredited"	"FullyAccredited"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"MQ6pjIWhpPk"	"LAB_PTCQI_LAB"	"N"	"Not Applicable"	"TB XpertPerfTest"	"TB XpertPerfTest"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"e1zWNUE6cx7"	"LAB_PTCQI_Other_Testing_CQI"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"JDHfzGRytfH"	"LAB_PTCQI_Other_Testing_PT"	"N"	"Not Applicable"	"Total Numerator"	"Total Numerator"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	10	10	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"WUccyXmPri1"	"LAB_PTCQI_POCT"	"N"	"Not Applicable"	"HIV ViralLdPerfTest"	"HIV ViralLdPerfTest"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"UeSp2WI7VZX"	"LAB_PTCQI_POCT"	"N"	"Not Applicable"	"HIVRTParticipPT"	"HIVRTParticipPT"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	10	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"zZ6GlxKZQcQ"	"LAB_PTCQI_POCT"	"N"	"Not Applicable"	"EIDPerfTest"	"EIDPerfTest"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"MFOrDk3LiNQ"	"LAB_PTCQI_POCT"	"N"	"Not Applicable"	"TB XpertPerfTest"	"TB XpertPerfTest"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"oAl41V25E5t"	"LAB_PTCQI_POCT"	"N"	"Not Applicable"	"AccProgram"	"AccProgram"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"The Known World"	"rsgfCo9eMmd"	"Westeros"	"ZTxJsumQ8ay"	"Westeros"	"The North"	"Nwedavx1iKP"	"The North"	"Nwedavx1iKP"	"5 - Centrally Supported"	NA	NA	"Stark"	"HHS/CDC"	80001	"Stark"	"eCQiox4l9bG"	"LAB_PTCQI_POCT"	"N"	"Not Applicable"	"HIVRTPerfTest"	"HIVRTPerfTest"	"HllvX50cXC0"	"default"	NA	NA	NA	NA	"N/A"	NA	NA	NA	NA	"N"	NA	NA	NA	NA	NA	NA	10	NA	NA
